compound,smiles,source_row,duplicate_name_count
"Peiminine,Simperialine",CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O,647,1
Guanine,N=c1nc(O)c2c([nH]1)[nH]cn2,107,1
Aurapten,C/C(=C/COc1ccc2c(c1)oc(=O)cc2)/CCC=C(C)C,698,1
Hesperitin,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O,545,1
Tanshinone Iia,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,409,1
Tanshinone I,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,408,1
Decursin,O=C(C=C(C)C)O[C@H]1Cc2cc3ccc(=O)oc3cc2OC1(C)C,678,1
Risedronic Acid,OP(=O)(C(P(=O)(O)O)(Cc1cccnc1)O)O,353,1
Betaine,[O-]C(=O)C[N+](C)(C)C,532,1
Dulcitol,OC[C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O,570,1
Bergenin,OC[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]1O)O)OC(=O)c1c2c(O)c(c(c1)O)OC,1100,1
Methyl Alcohol,CO,203,1
Pinosylvin,Oc1cc(/C=C/c2ccccc2)cc(c1)O,299,1
Loganin,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@H]3[C@H]2[C@@H](C)[C@H](C3)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,519,1
Cyclohexanone,O=C1CCCCC1,1195,1
Phenanthrene,c1ccc2c(c1)c1ccccc1cc2,284,1
Fanchinin,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,66,1
Ethyl Vanillin,CCOc1cc(C=O)ccc1O,57,1
Maslinic Acid,O[C@@H]1C[C@@]2(C)[C@H](C([C@H]1O)(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C,195,1
Tartrate,O[C@H]([C@H](C(=O)O)O)C(=O)O,410,1
"3,5-Dihydroxybenzoic Acid",Oc1cc(O)cc(c1)C(=O)O,706,1
Morroniside,CC1C2C(CC(O1)O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC,791,1
Alpha-Amyrin,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C,857,1
Resorcinol,Oc1cccc(c1)O,344,1
Rosmarinic Acid,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,355,1
Cynarin,O=C(O[C@@H]1C[C@](OC(=O)/C=C/c2ccc(c(c2)O)O)(C[C@H]([C@@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,478,1
Juglone,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,153,1
Terpinen-4-Ol,CC1=CC[C@](CC1)(O)C(C)C,699,1
Sphingosine,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O,395,1
L-Fucose,O[C@@H]1[C@H](C)OC([C@H]([C@@H]1O)O)O,172,1
Tilianine,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)OC)[C@@H]([C@H]([C@@H]1O)O)O,429,1
Lactic Acid,OC(=O)C(O)C,162,2
"2,3-Dihydroxypropanal",OC(C=O)CO,583,1
Aspirin,CC(=O)Oc1ccccc1C(=O)O,906,1
Meglutol,OC(=O)CC(CC(=O)O)(O)C,197,1
Curcumine,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,543,1
(R)-Cysteine,N[C@H](C(=O)O)CS,219,1
Flavanone,O=C1CC(Oc2c1cccc2)c1ccccc1,71,1
Daminozide,CN(N=C(CCC(=O)O)O)C,1206,1
"7,8-Dihydroxyflavone",Oc1ccc2c(c1O)oc(cc2=O)c1ccccc1,800,1
"3',4'-Dihydroxyacetophenone",CC(=O)C1=CC(=C(C=C1)O)O,575,1
Arctiin,COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)OC,609,1
Propranolol,OC(COc1cccc2c1cccc2)CNC(C)C,311,1
Propoxur,CN=C(Oc1ccccc1OC(C)C)O,310,1
Dichlorvos,COP(=O)(OC=C(Cl)Cl)OC,14,1
Tmpea,COc1cc(CC[NH3+])cc(c1OC)OC,546,1
Permethrin,ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,283,1
Nectandrin B,COc1cc(ccc1O)[C@@H]1O[C@@H]([C@H]([C@H]1C)C)c1ccc(c(c1)OC)O,230,1
Licarin A,CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC,173,1
Nuciferine,COc1cc2CC[NH+]([C@H]3c2c(c1OC)c1ccccc1C3)C,563,1
Spinosin,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(OC)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O,632,1
Stepholidine,COc1cc2CCN3[C@H](c2cc1O)Cc1c(C3)c(OC)c(cc1)O,398,1
Cgmp,O[C@@H]1[C@@H]2OP(=O)(O)OC[C@H]2O[C@H]1n1cnc2c1[nH]c(=N)nc2O,1150,1
Jujuboside A,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)COC1C(C(C(C(O1)CO)O)O)O)O)O)OC1C(C(C(CO1)O)O)O)O)O)O,652,1
Cyclic Adenosine Monophosphate,O[C@@H]1[C@@H]2OP(=O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N,1194,1
Embelin,CCCCCCCCCCCC1=C(O)C(=O)C=C(C1=O)O,36,1
Icaritin,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O)O,127,1
Tromethamine,OCC(CO)(CO)N,443,1
Gentianine,C=Cc1cncc2c1CCOC2=O,663,1
Isoorientin,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,143,1
Gentiopicroside,C=CC1C(OC=C2C1=CCOC2=O)OC3C(C(C(C(O3)CO)O)O)O,601,1
Anandamide,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=NCCO)O,871,1
Tiliroside,O=C(OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O)/C=C/c1ccc(cc1)O,430,1
Ecdysone,O[C@@H]([C@H]([C@H]1CC[C@@]2([C@]1(C)CC[C@H]1C2=CC(=O)[C@H]2[C@]1(C)C[C@H](O)[C@@H](C2)O)O)C)CCC(O)(C)C,33,1
Ponasterone A,CC(CC[C@H]([C@@]([C@H]1CC[C@@]2([C@]1(C)CC[C@H]1C2=CC(=O)[C@H]2[C@]1(C)C[C@H](O)[C@@H](C2)O)O)(O)C)O)C,305,1
Arbutin,OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,890,1
(S)-N-Trans-Feruloyloctopamine,COc1cc(/C=C/C(=NC[C@H](c2ccc(cc2)O)O)O)ccc1O,522,1
Trans-N-Caffeoyltyramine,OC(=NCCc1ccc(cc1)O)/C=C/c1ccc(c(c1)O)O,435,1
Silibinin,OCC1Oc2ccc(cc2OC1c1ccc(c(c1)OC)O)C1Oc2cc(O)cc(c2C(=O)C1O)O,384,1
Safranal,O=CC1=C(C)C=CCC1(C)C,584,1
Uridylic Acid,OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1ccc(=O)[nH]c1=O,611,1
Β-Cryptoxanthin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,719,1
Acrylamide,OC(=N)C=C,833,1
Dioscin,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,22,2
Bicuculline,CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,1108,1
Indigo,O=C1c2ccccc2N/C/1=C\1/Nc2c(C1=O)cccc2,131,1
Tryptanthrin,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,445,1
Isatin,O=C1C(=O)Nc2c1cccc2,136,1
Tryptamine,NCCc1c[nH]c2c1cccc2,444,1
Cytochrome C,CNC(=O)C(CSC(C1=C(C)C2=Cc3[n-]c(c(c3C(SCC(C(=O)NC)[NH3+])C)C)C=C3N=C(C=c4[n-]c(=CC1=N2)c(C)c4CCC(=O)[O-])C(=C3C)CCC(=O)[O-])C)[NH3+].[Fe+2],665,1
Psoralidin,CC(=CCc1cc2c(cc1O)oc(=O)c1c2oc2c1ccc(c2)O)C,733,1
Bakuchiol,C=C[C@@](/C=C/c1ccc(cc1)O)(CCC=C(C)C)C,489,1
Alvespimycin,CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(C2=O)N=C(O)/C(=C/C=C\[C@@H]([C@H](/C(=C/[C@@H]([C@H]1O)C)/C)OC(=N)O)OC)/C,863,1
Bavachin,CC(=CCc1cc2C(=O)C[C@H](Oc2cc1O)c1ccc(cc1)O)C,1068,1
Oxalic Acid,[O-]C(=O)C(=O)[O-],537,1
"Acetic Acid,Propionic Acid",CC(=O)O,531,1
P-Nitrophenol,Oc1ccc(cc1)N(=O)=O,303,1
Matrine,O=C1CCC[C@H]2N1C[C@@H]1CCC[NH+]3[C@@H]1[C@@H]2CCC3,603,1
Sophoridine,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,645,1
Artepillin,CC(=CCc1cc(/C=C/C(=O)O)cc(c1O)CC=C(C)C)C,895,1
Kushenol X,CC(=CCC(C(=C)C)Cc1c(O)cc(c2c1O[C@@H]([C@H](C2=O)O)c1ccc(cc1O)O)O)C,509,1
Sophocarpine,C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4,622,1
Soyasaponin I,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)C(=O)[O-])O[C@H]2CC[C@]3([C@H]([C@@]2(C)CO)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)CC[C@@]2([C@H]3CC(C)(C)C[C@H]2O)C)C)C)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,626,1
Cytisine,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,1201,1
Sophoramine,C1CC2CN3C(=O)C=CC=C3C4C2N(C1)CCC4,650,1
Oxymatrine,O=C1CCC[C@H]2N1C[C@@H]1CCC[N@+]3([C@@H]1[C@@H]2CCC3)[O-],901,1
Isoxanthohumol,COc1cc(O)c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CC=C(C)C,150,2
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1130,1
Sinomenine,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC,518,2
Fangchinoline,COc1cc2CCN([C@@H]3c2c(c1O)Oc1cc2c(cc1OC)CCN([C@H]2Cc1ccc(Oc2cc(C3)ccc2OC)cc1)C)C,67,1
Isolinderalactone,C=C[C@@]1(C)Cc2occ(c2[C@H]2[C@@H]1C(=C)C(=O)O2)C,743,1
Ciprofloxacin,Fc1cc2c(cc1N1CCNCC1)n(cc(c2=O)C(=O)O)C1CC1,1169,1
(-)-Demecolcine,CN[C@H]1CCc2c(c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC,0,1
Curcumin,COc1cc(/C=C/C(=C/C(=O)/C=C/c2ccc(c(c2)OC)O)/O)ccc1O,1190,1
Harmine,COc1ccc2c(c1)[nH]c1c2ccnc1C,109,1
Daphnetin,O=c1ccc2c(o1)c(O)c(cc2)O,1209,1
Chlorhexidine,N=C(NC(=N)Nc1ccc(cc1)Cl)NCCCCCCNC(=N)NC(=N)Nc1ccc(cc1)Cl,1154,1
Pterostilbene,COc1cc(/C=C/c2ccc(cc2)O)cc(c1)OC,320,1
Prunin,OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,480,1
Swertiamarin,C=CC1C(OC=C2C1(CCOC2=O)O)OC3C(C(C(C(O3)CO)O)O)O,680,1
"1,3,7-Trihydroxyxanthone",C1=CC2=C(C=C1O)C(=O)C3=C(C=C(C=C3O2)O)O,474,1
Amarogentin,C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=C(C=C(C=C4O)O)C5=CC(=CC=C5)O,620,1
Salvianolic Acid B,O=C(OC(C(=O)[O-])Cc1ccc(c(c1)O)O)C=Cc1ccc(c2c1C(C(=O)OC(C(=O)[O-])Cc1ccc(c(c1)O)O)C(O2)c1ccc(c(c1)O)O)O,624,1
Cryptotanshinone,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,1188,1
Fluoxetine,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,76,1
Danshensu,[O-]C(=O)[C@@H](Cc1ccc(c(c1)O)O)O,794,1
Methyl Rosmarinate,COC(=O)[C@@H](Cc1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(c(c1)O)O,204,1
Isocryptotanshinone,CC1COC2=C1C(=O)C3=C(C2=O)C4=C(C=C3)C(CCC4)(C)C,688,1
Miltirone,CC(C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C)C,210,1
Salvianolic Acid A,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O,366,1
Tigogenin,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,658,1
Dihydrotanshinone I,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1cccc2C,20,1
Ferruginol,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C)O,513,1
Amentoflavone,Oc1ccc(cc1)c1cc(=O)c2c(o1)c(c(cc2O)O)c1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,864,1
Pinusolide,CC12CCCC(C1CCC(=C)C2CCC3=CCOC3=O)(C)C(=O)OC,641,1
Myrtenal,O=CC1=CCC2CC1C2(C)C,585,1
"Α-Elemene,Β-Elemene",CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,567,1
Cirsilineol,COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccc(c(c1)OC)O,643,1
Β-Bourbonene,CC([C@@H]1CC[C@@]2([C@H]1[C@H]1C(=C)CC[C@@H]21)C)C,587,1
Abietic Acid,CC(C1=CC2=CC[C@@H]3[C@]([C@H]2CC1)(C)CCC[C@@]3(C)C(=O)O)C,814,1
Ibuprofen,CC(Cc1ccc(cc1)C(C(=O)O)C)C,124,1
Xanthotoxol,O=c1ccc2c(o1)c(O)c1c(c2)cco1,467,1
Danthron,Oc1cccc2c1C(=O)c1c(C2=O)cccc1O,1208,1
Pregnenolone,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2C(=O)C)C)C1)C,307,1
Lecanoric Acid,Oc1cc(C)c(c(c1)O)C(=O)Oc1cc(C)c(c(c1)O)C(=O)O,165,1
Ergosterol Peroxide,O[C@H]1CC[C@]2([C@@]3(C1)OO[C@@]1([C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](/C=C/[C@@H](C(C)C)C)C)C)C=C3)C,528,1
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,417,1
Androstenedione,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C,874,1
P-Hydroxybenzoic Acid,[O-]C(=O)c1ccc(cc1)O,530,1
Picroside Ii,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@H]3[C@H]2[C@@]2(CO)O[C@H]2[C@H]3OC(=O)c2ccc(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,801,1
Cycloheximide,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@@H](CC1CC(=NC(=O)C1)O)O,1196,1
Chalcone,O=C(c1ccccc1)/C=C/c1ccccc1,1151,1
Nandrolone Decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,225,1
Cardamomin,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O,1141,1
Alpinetin,COc1cc(O)cc2c1C(=O)C[C@@H](O2)c1ccccc1,693,1
Ampelopsin,C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O,640,1
Toosendanin,CC(=O)O[C@H]1C(=O)[C@@H]2[C@@]34CO[C@@H]([C@@]([C@@H]4C[C@H]([C@]2([C@@]24[C@]1(C)[C@@H](C[C@H]4O2)c1ccoc1)C)O)([C@@H](C[C@@H]3O)OC(=O)C)C)O,882,1
Gedunin,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@@]2([C@@H]2[C@]1(C)[C@@]13O[C@@H]1C(=O)O[C@H]([C@@]3(CC2)C)c1ccoc1)C,94,1
Glycitein,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,741,1
Piplartine,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O,301,1
Tamsulosin,CCOc1ccccc1OCCN[C@@H](Cc1ccc(c(c1)S(=O)(=O)N)OC)C,405,1
Verapamil,COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,461,1
Piperine,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,300,1
Grandisin,COc1cc(cc(c1OC)OC)[C@@H]1O[C@H]([C@@H]([C@H]1C)C)c1cc(OC)c(c(c1)OC)OC,505,2
Pyridoxine,OCc1c(CO)cnc(c1O)C,331,1
Histamine,C1=C(NC=N1)CCN,116,2
Kynurenine,OC(=O)C(CC(=O)c1ccccc1N)N,160,1
Yakuchinone B,COC1=C(C=CC(=C1)C=CC(=O)CCCCC2=CC=CC=C2)O,771,1
Yakuchinone A,COC1=C(C=CC(=C1)CCC(=O)CCCCC2=CC=CC=C2)O,630,1
ARB,O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)O,672,1
GLA,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O)O,670,1
gamma-aminobutyric acid,[NH3+]CCCC(=O)[O-],780,1
GLY,[O-]C(=O)C[NH3+],711,1
Butanone,CCC(=O)C,1123,1
Isopropyl Alcohol,CC(O)C,145,1
Pidolic Acid,OC(=O)C1CCC(=N1)O,297,1
Glutathione,SC[C@@H](C(=NCC(=O)O)O)N=C(CC[C@@H](C(=O)O)N)O,101,1
Allicin,C=CCSS(=O)CC=C,845,2
Diallyl Sulfide,C=CCSCC=C,10,1
Tectorigenin,COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O,735,1
Tectoridin,OC[C@H]1O[C@@H](Oc2cc3occ(c(=O)c3c(c2OC)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,734,1
Irigenin,COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O,762,1
Atrazine,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,968,1
Obtusifolin,COc1c2c(cc(c1O)C)C(=O)c1c(C2=O)c(O)ccc1,705,1
Dronabinol,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,31,1
Cannabigerol,CCCCCc1cc(O)c(c(c1)O)C/C=C(/CCC=C(C)C)\C,1137,1
Cannabidiol,CCCCCc1cc(O)c(c(c1)O)[C@H]1C=C(C)CC[C@@H]1C(=C)C,856,2
Cannabichromene,CCCCCc1cc2OC(C)(CCC=C(C)C)C=Cc2c(c1)O,510,2
Arachidonic Acid,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,889,1
Cannabidiol Acid,CCCCCc1cc(O)c(c(c1C(=O)O)O)[C@@H]1C=C(C)CC[C@H]1C(=C)C,517,1
Gamolenic Acid,CCCCCC=CCC=CCC=CCCCCC(=O)O,90,1
Muscarine,CC1C(CC(O1)C[N+](C)(C)C)O,214,1
Raphanin,C[S@@](=O)/C=C/CCN=C=S,877,1
Sulforaphane,S=C=NCCCCS(=O)C,402,1
Farnesiferol B,C/C(=C\COc1ccc2c(c1)oc(=O)cc2)/CC[C@H]1C(=C)CC[C@H](C1(C)C)O,772,1
Rhynchophylline,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O,351,1
Isomitraphylline,C[C@H]1[C@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O,798,1
Isocorynoxeine,COC=C(C1CC2C3(CCN2CC1C=C)C4=CC=CC=C4NC3=O)C(=O)OC,703,1
Pronuciferine,COc1c(OC)cc2c3c1C1(C=CC(=O)C=C1)C[C@H]3[NH+](CC2)C,657,1
Andrographolide,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,872,1
Anacardic Acid,C=CC/C=C/C/C=C/CCCCCCCc1cccc(c1C(=O)[O-])O,761,2
Liensinine,COc1cc2CC[NH+]([C@@H](c2cc1Oc1cc(ccc1O)C[C@H]1[NH+](C)CCc2c1cc(OC)c(c2)OC)Cc1ccc(cc1)O)C,639,1
Quinazolinone,Oc1ncnc2c1cccc2,340,1
Dicumarol,O=c1oc2ccccc2c(c1Cc1c(=O)oc2c(c1O)cccc2)O,16,1
3-Hydroxybenzoic Acid,Oc1cccc(c1)C(=O)O,737,1
Wedelolactone,COC1=CC(=C2C(=C1)OC(=O)C3=C2OC4=CC(=C(C=C43)O)O)O,464,1
Dalfampridine,N=c1cc[nH]cc1,1205,1
Alpha-Santalol,OC/C(=C\CC[C@]1(C)C2C[C@@H]3C1(C)[C@@H]3C2)/C,523,1
Allitridin,C=CCSSSCC=C,847,1
Selenomethionine,C[Se]CC[C@@H](C(=O)O)N,377,1
Ribose,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)O,686,1
Benzene,c1ccccc1,1089,1
Zerumbone,C/C/1=C\CC(C)(C)/C=C/C(=O)/C(=C/CC1)/C,470,1
Demethoxycurcumin,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,763,1
Tetrahydrocurcumin,COc1cc(CCC(=O)CC(=O)CCc2ccc(c(c2)OC)O)ccc1O,419,1
Congo Red,Nc1c(/N=N/c2ccc(cc2)c2ccc(cc2)/N=N/c2cc(c3c(c2N)cccc3)S(=O)(=O)[O-])cc(c2c1cccc2)S(=O)(=O)[O-].[Na+].[Na+],1176,1
Curcumol,CC([C@@H]1C[C@]23O[C@]1(O)CC(=C)[C@@H]3CC[C@@H]2C)C,823,1
Bisdemethoxycurcumin,O=C(CC(=O)/C=C/c1ccc(cc1)O)/C=C/c1ccc(cc1)O,1117,1
"2'-Methoxy-3,4,4'-Trihydroxychalcone",COC1=C(C=CC(=C1)O)C(=O)C=CC2=CC(=C(C=C2)O)O,746,1
Brasilin,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4)O)O)O)O,596,1
Codeine,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,1174,1
Sanguinarium,C[n+]1cc2c3OCOc3ccc2c2c1c1cc3OCOc3cc1cc2,369,1
(+)-Pentazocine,CC(=CCN1CC[C@]2([C@@H]([C@@H]1Cc1c2cc(cc1)O)C)C)C,525,1
Pentazocine,CC(=CCN1CC[C@@]2([C@H]([C@H]1Cc1c2cc(cc1)O)C)C)C,282,1
Noscapine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1c(OC)c1c(c2)OCO1,242,1
D-Mannoheptulose,OC[C@H]1O[C@](O)(CO)[C@H]([C@H]([C@@H]1O)O)O,781,1
Oxycodone,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)CCC1=O)C,262,1
Morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,213,1
Naloxone,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O,222,1
Papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,276,1
Nalorphine,C=CCN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)O)c(cc1)O,221,1
Thebaine,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)OC)O4)OC,422,1
Piperidine,C1CCC[NH2+]C1,558,1
Methyl Syringate,COC(=O)c1cc(OC)c(c(c1)OC)O,590,1
Alkannin,CC(=CC[C@@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)O)C,491,1
Shikonin,CC(=CC[C@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)O)C,382,1
Acetylshikonin,CC(=O)O[C@@H](C1=CC(=O)c2c(C1=O)c(O)ccc2O)CC=C(C)C,829,1
Phlorizin,OC[C@H]1O[C@@H](Oc2cc(O)cc(c2C(=O)CCc2ccc(cc2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,289,1
Thiram,CN(C(=S)SSC(=S)N(C)C)C,427,1
Gambogic Acid,CC(=CCc1c2O[C@]34[C@@]5(C/C=C(\C(=O)O)/C)OC([C@@H]4C[C@H](C5=O)C=C3C(=O)c2c(c2c1O[C@](C)(CCC=C(C)C)C=C2)O)(C)C)C,88,1
Anemonin,C1CC2(C13C=CC(=O)O3)C=CC(=O)O2,565,1
"1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose",O=C(c1cc(O)c(c(c1)O)O)O[C@H]1O[C@H](COC(=O)c2cc(O)c(c(c2)O)O)[C@H]([C@@H]([C@H]1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O,482,1
Sesamolin,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,613,1
Loratadine,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3c2nccc3)Cl)CC1,185,1
